series_id,iso3,classification,line_code,line_level,line_label,year,native_period,source_period_basis,value_lcu_mn,currency,gdp_lcu_mn,gdp_source_id,pct_gdp,total_lcu_mn,total_source_id,pct_total,series_variant,observation_type,anchor_source,anchor_year,anchor_value,growth_source_id,growth_rate,residual_method,interpolation_method,period_conversion_method,coverage_share,coverage_share_year,quality_grade,crosswalk_version,source_id,source_release_date,source_vintage,source_status,scenario_label,concept_flag,imf_value,imf_diff_pct,oecd_rs_value,oecd_rs_diff_pct,is_interpolated,is_period_converted,is_forecast,run_id,notes
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,1990,1990,CY,63672.0,GBP,672977.0,ONS_GDP,9.461245,237527.0,ONS_GG_RECEIPTS,26.806216,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,1990.0,63672.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,59903.0,-5.9194,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,1991,1991,CY,69748.0,GBP,708072.0,ONS_GDP,9.850411,257370.0,ONS_GG_RECEIPTS,27.100284,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,1991.0,69748.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,63266.0,-9.2935,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,1992,1992,CY,75252.0,GBP,733221.0,ONS_GDP,10.263209,281615.0,ONS_GG_RECEIPTS,26.721588,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,1992.0,75252.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,66383.0,-11.7857,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,1993,1993,CY,76896.0,GBP,772390.0,ONS_GDP,9.955592,298094.0,ONS_GG_RECEIPTS,25.79589,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,1993.0,76896.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,62590.0,-18.6043,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,1994,1994,CY,75986.0,GBP,813527.0,ONS_GDP,9.340317,311997.0,ONS_GG_RECEIPTS,24.354721,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,1994.0,75986.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,55845.0,-26.5062,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,1995,1995,CY,78424.0,GBP,854921.0,ONS_GDP,9.173245,328874.0,ONS_GG_RECEIPTS,23.846215,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,1995.0,78424.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,79213.0,1.0061,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,1996,1996,CY,82845.0,GBP,913609.0,ONS_GDP,9.067884,337467.0,ONS_GG_RECEIPTS,24.549067,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,1996.0,82845.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,83013.0,0.2028,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,1997,1997,CY,84400.0,GBP,958539.0,ONS_GDP,8.805067,341776.0,ONS_GG_RECEIPTS,24.694537,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,1997.0,84400.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,91641.0,8.5794,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,1998,1998,CY,86072.0,GBP,1002804.0,ONS_GDP,8.583133,353573.0,ONS_GG_RECEIPTS,24.343488,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,1998.0,86072.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,93872.0,9.0622,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,1999,1999,CY,90048.0,GBP,1046727.0,ONS_GDP,8.602816,364712.0,ONS_GG_RECEIPTS,24.690166,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,1999.0,90048.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,97673.0,8.4677,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2000,2000,CY,95601.0,GBP,1104759.0,ONS_GDP,8.653562,386659.0,ONS_GG_RECEIPTS,24.724887,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2000.0,95601.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,103621.0,8.389,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2001,2001,CY,103954.0,GBP,1150542.0,ONS_GDP,9.03522,414039.0,ONS_GG_RECEIPTS,25.107297,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2001.0,103954.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,112468.0,8.1902,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2002,2002,CY,111430.0,GBP,1194646.0,ONS_GDP,9.327449,447236.0,ONS_GG_RECEIPTS,24.915257,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2002.0,111430.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,119221.0,6.9918,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2003,2003,CY,122320.0,GBP,1262502.0,ONS_GDP,9.688698,488220.0,ONS_GG_RECEIPTS,25.054279,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2003.0,122320.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,128518.0,5.067,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2004,2004,CY,133686.0,GBP,1327143.0,ONS_GDP,10.073217,529773.0,ONS_GG_RECEIPTS,25.234582,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2004.0,133686.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,138987.0,3.9653,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2005,2005,CY,143871.0,GBP,1403249.0,ONS_GDP,10.252706,576622.0,ONS_GG_RECEIPTS,24.950661,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2005.0,143871.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,148281.0,3.0652,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2006,2006,CY,151885.0,GBP,1478080.0,ONS_GDP,10.275831,601477.0,ONS_GG_RECEIPTS,25.252005,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2006.0,151885.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,157292.0,3.5599,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2007,2007,CY,156451.0,GBP,1551729.0,ONS_GDP,10.082366,634877.0,ONS_GG_RECEIPTS,24.642726,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2007.0,156451.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,164173.0,4.9357,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2008,2008,CY,160580.0,GBP,1602217.0,ONS_GDP,10.022363,706148.0,ONS_GG_RECEIPTS,22.740275,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2008.0,160580.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,170745.0,6.3302,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2009,2009,CY,165870.0,GBP,1559405.0,ONS_GDP,10.636749,732024.0,ONS_GG_RECEIPTS,22.659093,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2009.0,165870.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,176053.0,6.1391,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2010,2010,CY,171797.0,GBP,1615839.0,ONS_GDP,10.632062,761564.0,ONS_GG_RECEIPTS,22.558446,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2010.0,171797.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,179624.0,4.556,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2011,2011,CY,170722.0,GBP,1669945.0,ONS_GDP,10.223211,761359.0,ONS_GG_RECEIPTS,22.423325,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2011.0,170722.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,178906.0,4.7938,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2012,2012,CY,170707.0,GBP,1721708.0,ONS_GDP,9.91498,780852.0,ONS_GG_RECEIPTS,21.861633,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2012.0,170707.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,177355.0,3.8944,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2013,2013,CY,167253.0,GBP,1789072.0,ONS_GDP,9.34859,780359.0,ONS_GG_RECEIPTS,21.432828,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2013.0,167253.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,156892.0,-6.1948,,,False,False,False,20260920T072538Z,
GBR_E01_maximum_extension,GBR,ESA_EXP,E01,1,Compensation of employees,2014,2014,CY,171243.0,GBP,1875066.0,ONS_GDP,9.132639,803006.0,ONS_GG_RECEIPTS,21.325245,maximum_extension,anchor_actual,ONS_GG_RECEIPTS,2014.0,171243.0,,,,,,,,A,,ONS_GG_RECEIPTS,2026-06-18,2026-08-31,current,,,159865.0,-6.6444,,,False,False,False,20260920T072538Z,
